Fecha,Cierre,Apertura,Máximo,Mínimo,% var.
23.10.2025,94.76,94.76,94.76,94.18,-0.52%
22.10.2025,95.26,94.36,95.26,94.36,3.14%
21.10.2025,92.36,93.35,93.35,92.36,-2.62%
20.10.2025,94.85,95.68,95.68,94.85,-2.06%
17.10.2025,96.84,97.01,97.01,96.84,-0.86%
16.10.2025,97.68,94.52,97.68,94.52,3.71%
15.10.2025,94.19,94.18,94.19,94.18,-2.57%
14.10.2025,96.68,97.34,97.34,96.68,-2.18%
13.10.2025,98.84,98.84,98.84,98.84,0.51%
10.10.2025,98.34,94.54,98.34,94.54,10.44%
09.10.2025,89.04,88.38,89.04,88.38,2.29%
08.10.2025,87.04,87.54,87.54,87.04,-1.13%
07.10.2025,88.04,88.2,88.2,88.04,1.16%
06.10.2025,87.04,88.04,88.04,87.04,-1.32%
03.10.2025,88.2,88.7,88.7,88.2,-1.12%
02.10.2025,89.2,89.87,89.87,89.2,-1.29%
01.10.2025,90.37,90.53,90.53,90.37,-0.55%
30.09.2025,90.87,91.53,91.53,90.87,-0.54%
29.09.2025,91.36,92.44,92.44,91.36,-2.22%
26.09.2025,93.44,93.52,93.52,93.44,-0.08%
25.09.2025,93.52,93.36,93.52,93.36,-0.89%
24.09.2025,94.36,92.69,94.36,92.69,1.80%
23.09.2025,92.69,92.85,92.85,92.69,-1.06%
22.09.2025,93.68,91.37,93.68,91.37,8.67%
19.09.2025,86.21,85.87,86.21,85.87,0.58%
18.09.2025,85.71,85.7,85.71,85.7,-0.96%
17.09.2025,86.54,87.2,87.2,86.54,-0.95%
16.09.2025,87.37,88.37,88.37,87.37,-0.38%
15.09.2025,87.7,87.37,87.7,87.37,-0.56%
12.09.2025,88.2,88.04,88.2,88.04,1.72%
11.09.2025,86.71,87.36,87.36,86.71,-3.51%
10.09.2025,89.86,91.68,91.68,89.86,-5.09%
09.09.2025,94.68,94.55,94.55,76.69,0.35%
08.09.2025,94.35,94.68,94.68,94.35,-1.39%
05.09.2025,95.68,95.18,95.68,95.18,0.53%
04.09.2025,95.18,96.67,96.67,95.18,-2.88%
03.09.2025,98.01,97.84,98.01,97.84,-0.17%
02.09.2025,98.17,97.93,98.17,97.93,1.98%
01.09.2025,96.26,96.26,96.26,96.26,-0.17%
29.08.2025,96.43,96.35,96.43,96.35,0.41%
28.08.2025,96.03,96.04,96.04,96.03,-0.01%
27.08.2025,96.04,96.04,96.04,96.04,0.00%
26.08.2025,96.04,95.04,96.04,95.04,1.05%
25.08.2025,95.04,95.05,95.05,95.04,-0.01%
22.08.2025,95.05,98.51,98.51,95.05,-3.51%
21.08.2025,98.51,98.51,98.51,98.51,0.00%
20.08.2025,98.51,97.52,98.51,97.52,1.02%
19.08.2025,97.52,97.52,97.52,97.52,0.00%
18.08.2025,97.52,96.53,97.52,96.53,1.03%
15.08.2025,96.53,96.52,96.53,96.52,0.01%
14.08.2025,96.52,96.04,96.52,96.04,0.50%
13.08.2025,96.04,99.01,99.01,96.04,-3.00%
12.08.2025,99.01,100.99,100.99,99.01,-1.96%
11.08.2025,100.99,102.97,102.97,100.99,-1.92%
08.08.2025,102.97,103.96,103.96,102.97,-0.95%
07.08.2025,103.96,107.43,107.43,103.96,-3.23%
06.08.2025,107.43,109.41,109.41,107.43,-1.81%
05.08.2025,109.41,108.91,109.41,108.91,0.46%
04.08.2025,108.91,111.33,111.33,108.91,-2.17%
01.08.2025,111.33,107.42,111.33,107.42,3.64%
31.07.2025,107.42,109.91,109.91,107.42,-2.27%
30.07.2025,109.91,110.88,110.88,109.91,-0.87%
29.07.2025,110.88,113.37,113.37,110.88,-2.20%
28.07.2025,113.37,113.37,113.37,113.37,0.00%
25.07.2025,113.37,111.89,113.37,111.89,1.32%
24.07.2025,111.89,115.36,115.36,111.89,-3.01%
23.07.2025,115.36,113.35,115.36,113.35,1.77%
22.07.2025,113.35,107.42,113.35,107.42,5.52%
21.07.2025,107.42,107.42,107.42,107.42,0.00%
18.07.2025,107.42,110.4,110.4,107.42,-2.70%
17.07.2025,110.4,107.41,110.4,107.41,2.78%
16.07.2025,107.41,103.96,107.41,103.96,3.32%
15.07.2025,103.96,104.45,104.45,103.96,-0.47%
14.07.2025,104.45,102.47,104.45,102.47,1.93%
11.07.2025,102.47,100.99,102.47,100.99,1.47%
10.07.2025,100.99,100.98,100.99,100.98,0.01%
09.07.2025,100.98,103.96,103.96,100.98,-2.87%
08.07.2025,103.96,103.96,103.96,103.96,0.00%
07.07.2025,103.96,100.98,103.96,100.98,2.95%
04.07.2025,100.98,100.99,100.99,100.98,-0.01%
03.07.2025,100.99,106.43,106.43,100.99,-5.11%
02.07.2025,106.43,106.43,106.43,106.43,0.00%
01.07.2025,106.43,106.92,106.92,106.43,-0.46%
30.06.2025,106.92,108.41,108.41,106.92,-1.37%
27.06.2025,108.41,105.93,108.41,105.93,2.34%
26.06.2025,105.93,104.94,105.93,104.94,0.94%
25.06.2025,104.94,104.94,104.94,104.94,0.00%
24.06.2025,104.94,107.9,107.9,104.94,-2.74%
23.06.2025,107.9,107.41,107.9,107.41,0.46%
20.06.2025,107.41,108.9,108.9,107.41,-1.37%
19.06.2025,108.9,107.42,108.9,107.42,1.38%
18.06.2025,107.42,105.43,107.42,105.43,1.89%
17.06.2025,105.43,105.44,105.44,105.43,-0.01%
16.06.2025,105.44,107.92,107.92,105.44,-2.30%
13.06.2025,107.92,106.92,107.92,106.92,0.94%
12.06.2025,106.92,110.37,110.37,106.92,-3.13%
11.06.2025,110.37,113.36,113.36,110.37,-2.64%
10.06.2025,113.36,113.84,113.84,113.36,-0.42%
09.06.2025,113.84,115.38,115.38,113.84,-1.33%
06.06.2025,115.38,115.85,115.85,115.38,-0.41%
05.06.2025,115.85,114.81,115.85,114.81,0.91%
04.06.2025,114.81,115.84,115.84,114.81,-0.89%
03.06.2025,115.84,116.84,116.84,115.84,-0.86%
02.06.2025,116.84,119.77,119.77,116.84,-2.45%
30.05.2025,119.77,120.26,120.26,119.77,-0.41%
29.05.2025,120.26,120.79,120.79,120.26,-0.44%
28.05.2025,120.79,119.77,120.79,119.77,0.85%
27.05.2025,119.77,122.75,122.75,119.77,-2.43%
26.05.2025,122.75,122.73,122.75,122.73,0.02%
23.05.2025,122.73,121.25,122.73,121.25,1.22%
22.05.2025,121.25,119.31,121.25,119.31,1.63%
21.05.2025,119.31,118.79,119.31,118.79,0.44%
20.05.2025,118.79,120.26,120.26,118.79,-1.22%
19.05.2025,120.26,119.78,120.26,119.78,0.40%
16.05.2025,119.78,120.72,120.72,119.78,-0.78%
15.05.2025,120.72,117.32,120.72,117.32,2.90%
14.05.2025,117.32,119.78,119.78,117.32,-2.05%
13.05.2025,119.78,121.81,121.81,119.78,-1.67%
12.05.2025,121.81,135.57,135.57,121.81,-10.15%
09.05.2025,135.57,136.17,136.17,135.57,-0.44%
08.05.2025,136.17,137.53,137.53,136.17,-0.99%
07.05.2025,137.53,140.44,140.44,137.53,-2.07%
06.05.2025,140.44,140.02,140.44,140.02,0.30%
05.05.2025,140.02,140.13,140.13,140.02,-0.08%
02.05.2025,140.13,141.57,141.57,140.13,-1.02%
01.05.2025,141.57,139.46,141.57,139.46,1.51%
30.04.2025,139.46,137.98,139.46,137.98,1.07%
29.04.2025,137.98,138.95,138.95,137.98,-0.69%
28.04.2025,138.94,137.99,138.94,137.99,0.69%
25.04.2025,137.99,137.46,137.99,137.46,0.39%
24.04.2025,137.46,143.98,143.98,137.46,-4.53%
23.04.2025,143.98,150.38,150.38,143.98,-4.26%
22.04.2025,150.38,145.35,150.38,145.35,3.46%
21.04.2025,145.35,145.38,145.38,145.35,-0.02%
18.04.2025,145.38,145.38,145.38,145.38,0.00%
17.04.2025,145.38,149.75,149.75,145.38,-2.92%
16.04.2025,149.75,142.4,149.75,142.4,5.16%
15.04.2025,142.4,145.76,145.76,142.4,-2.31%
14.04.2025,145.76,150.44,150.44,145.76,-3.11%
11.04.2025,150.44,153.19,153.19,150.44,-1.80%
10.04.2025,153.19,142.69,153.19,142.69,7.36%
09.04.2025,142.69,159.06,159.06,142.69,-10.29%
08.04.2025,159.06,153.36,159.06,153.36,12.61%
03.04.2025,141.25,134.1,141.25,134.1,5.33%
02.04.2025,134.1,134.02,134.1,134.02,0.06%
01.04.2025,134.02,138.01,138.01,134.02,-2.89%
31.03.2025,138.01,136.92,138.01,136.92,0.80%
28.03.2025,136.92,133.56,136.92,133.56,2.52%
27.03.2025,133.56,134.56,134.56,133.56,-0.74%
26.03.2025,134.56,130.58,134.56,130.58,3.05%
25.03.2025,130.58,131.17,131.17,130.58,-0.45%
24.03.2025,131.17,137,137,131.17,-4.26%
21.03.2025,137,134.54,137,134.54,1.83%
20.03.2025,134.54,131.57,134.54,131.57,12.33%
19.03.2025,119.77,125.71,125.71,119.77,-4.73%
18.03.2025,125.71,126.73,126.73,125.71,-0.80%
17.03.2025,126.73,129.23,129.23,126.73,-1.93%
14.03.2025,129.23,130.15,130.15,129.23,-0.71%
13.03.2025,130.15,125.26,130.15,125.26,3.90%
12.03.2025,125.26,126.73,126.73,125.26,-1.16%
11.03.2025,126.73,126.16,126.73,126.16,0.45%
10.03.2025,126.16,122.78,126.16,122.78,2.75%
07.03.2025,122.78,121.26,122.78,121.26,1.25%
06.03.2025,121.26,121.81,121.81,121.26,-0.45%
05.03.2025,121.81,127.71,127.71,121.81,-4.62%
04.03.2025,127.71,120.29,127.71,120.29,6.17%
03.03.2025,120.29,122.72,122.72,120.29,-3.57%
28.02.2025,124.74,124.74,124.74,122.72,4.14%
27.02.2025,119.78,119.78,124.74,119.78,-2.39%
26.02.2025,122.71,122.71,122.71,119.78,0.78%
25.02.2025,121.76,121.76,122.71,121.76,0.44%
24.02.2025,121.23,121.23,121.76,121.23,2.05%
21.02.2025,118.79,118.79,121.23,118.79,0.00%
20.02.2025,118.79,118.79,118.79,118.79,0.81%
19.02.2025,117.83,117.83,118.79,117.83,0.44%
18.02.2025,117.31,117.31,117.83,117.31,0.02%
17.02.2025,117.29,117.29,117.31,117.29,-1.24%
14.02.2025,118.76,118.76,118.76,117.29,-0.07%
13.02.2025,118.84,118.84,118.84,118.76,-2.41%
12.02.2025,121.78,121.78,121.78,118.84,-1.58%
11.02.2025,123.73,123.73,123.73,121.78,-0.43%
10.02.2025,124.26,124.26,124.26,123.73,-1.16%
07.02.2025,125.72,125.72,125.72,124.26,0.04%
06.02.2025,125.67,125.67,125.72,125.67,-1.56%
05.02.2025,127.66,127.66,127.66,125.67,-2.30%
04.02.2025,130.67,130.67,130.67,127.66,2.72%
03.02.2025,127.21,127.21,130.67,127.21,-0.37%
31.01.2025,127.68,127.68,127.68,127.21,-0.80%
30.01.2025,128.71,128.71,128.71,127.68,0.41%
29.01.2025,128.19,128.19,128.71,128.19,0.83%
28.01.2025,127.14,127.14,128.19,127.14,5.72%
27.01.2025,120.26,120.26,127.14,120.26,0.00%
24.01.2025,120.26,121.26,121.26,120.26,-1.64%
23.01.2025,122.26,122.26,122.26,121.26,-3.49%
22.01.2025,126.68,126.68,126.68,122.26,2.39%
21.01.2025,123.72,123.72,126.68,123.72,-4.58%
20.01.2025,129.66,129.66,129.66,123.72,-1.47%
17.01.2025,131.59,131.59,131.59,129.66,3.14%
16.01.2025,127.59,127.59,131.59,127.59,-3.05%
15.01.2025,131.61,131.61,131.61,127.59,-1.86%
14.01.2025,134.1,134.1,134.1,131.61,-1.87%
13.01.2025,136.66,136.66,136.66,134.1,4.23%
10.01.2025,131.12,131.12,136.66,131.12,-0.74%
09.01.2025,132.1,132.1,132.1,131.12,0.72%
08.01.2025,131.15,131.15,132.1,131.15,0.38%
07.01.2025,130.65,130.65,131.15,130.65,-3.29%
06.01.2025,135.1,135.1,135.1,130.65,-1.77%
03.01.2025,137.53,137.53,137.53,135.1,-2.11%
02.01.2025,140.5,140.5,140.5,130.66,0.01%
01.01.2025,140.48,140.48,140.5,140.48,0.04%
31.12.2024,140.42,140.42,140.48,140.42,5.88%
30.12.2024,132.62,132.62,140.42,132.62,1.53%
27.12.2024,130.62,130.62,132.62,130.62,0.00%
26.12.2024,130.62,130.62,130.62,130.62,-0.02%
25.12.2024,130.64,130.64,130.64,130.62,-0.02%
24.12.2024,130.66,130.66,130.66,130.64,-0.34%
23.12.2024,131.1,131.1,131.1,130.66,-1.14%
20.12.2024,132.61,132.61,132.61,131.1,-2.27%
19.12.2024,135.69,135.69,135.69,132.61,7.52%
18.12.2024,126.2,126.2,135.69,126.2,2.40%
17.12.2024,123.24,123.24,126.2,123.24,2.45%
16.12.2024,120.29,120.29,123.24,120.29,1.25%
13.12.2024,118.8,118.8,120.29,118.8,1.70%
12.12.2024,116.81,116.81,118.8,116.81,-1.67%
11.12.2024,118.79,118.79,118.79,116.81,-0.83%
10.12.2024,119.78,119.78,119.78,118.79,0.44%
09.12.2024,119.25,119.25,119.78,119.25,-1.24%
06.12.2024,120.75,120.75,120.75,119.25,-2.37%
05.12.2024,123.68,123.68,123.68,120.75,-0.82%
04.12.2024,124.7,124.7,124.7,123.68,-0.01%
03.12.2024,124.71,124.71,124.71,124.7,1.23%
02.12.2024,123.2,123.2,124.71,123.2,-2.36%
29.11.2024,126.18,126.18,126.18,123.2,-1.12%
28.11.2024,127.61,126.18,126.18,126.18,0.73%
27.11.2024,126.68,126.68,127.61,126.68,2.45%
26.11.2024,123.65,123.65,126.68,123.65,-0.84%
25.11.2024,124.7,124.7,124.7,123.65,-0.01%
22.11.2024,124.71,124.71,124.71,124.7,0.01%
21.11.2024,124.7,124.7,124.71,124.7,2.04%
20.11.2024,122.21,122.21,124.7,122.21,-3.12%
19.11.2024,126.15,126.15,126.15,122.21,-0.39%
18.11.2024,126.64,126.64,126.64,126.15,1.56%
15.11.2024,124.69,124.69,126.64,124.69,0.02%
14.11.2024,124.66,124.66,124.69,124.66,-0.85%
13.11.2024,125.73,125.73,125.73,124.66,2.45%
12.11.2024,122.72,122.72,125.73,122.72,2.46%
11.11.2024,119.77,119.77,122.72,119.77,3.44%
08.11.2024,115.79,115.79,119.77,115.79,-5.63%
07.11.2024,122.7,122.7,122.7,115.77,-5.02%
06.11.2024,129.18,129.18,129.18,122.77,0.04%
05.11.2024,129.13,129.13,129.13,127.38,1.19%
04.11.2024,127.61,127.61,127.61,127.33,-0.04%
01.11.2024,127.66,127.66,127.66,127.38,2.36%
31.10.2024,124.72,124.72,127.35,124.72,3.31%
30.10.2024,120.72,120.72,124.72,120.72,0.80%
29.10.2024,119.76,119.76,120.72,119.76,0.00%
28.10.2024,119.76,119.76,119.76,119.76,0.03%
25.10.2024,119.73,119.73,119.76,119.73,-0.84%
24.10.2024,120.75,120.75,120.75,119.73,-2.00%
23.10.2024,123.21,123.21,123.21,120.75,-0.44%
22.10.2024,123.75,123.75,123.75,123.21,2.51%
21.10.2024,120.72,120.72,123.74,120.72,-0.84%
18.10.2024,121.74,121.74,121.74,120.72,-0.77%
17.10.2024,122.69,122.69,122.69,121.74,2.46%
16.10.2024,119.75,119.75,122.69,119.75,0.83%
15.10.2024,118.77,118.77,119.75,118.77,1.71%
14.10.2024,116.77,116.77,118.77,116.77,0.00%
11.10.2024,116.77,116.77,118.75,116.77,-0.03%
10.10.2024,116.81,113.83,117.76,113.83,-0.24%
09.10.2024,117.09,113.82,117.09,113.82,1.09%
08.10.2024,115.83,115.83,115.83,113.82,1.70%
07.10.2024,113.89,113.89,115.83,113.89,-4.88%
04.10.2024,119.73,119.73,119.73,113.89,0.00%
03.10.2024,119.73,119.73,122.63,119.73,0.00%
02.10.2024,119.73,119.73,119.73,116.8,0.01%
01.10.2024,119.72,119.72,119.73,119.72,0.00%
30.09.2024,119.72,119.72,119.72,114.78,0.79%
27.09.2024,118.78,118.78,119.72,118.78,-2.44%
26.09.2024,121.75,121.75,121.75,118.78,4.26%
25.09.2024,116.77,116.77,121.75,116.77,-0.85%
24.09.2024,117.77,117.77,117.77,116.77,0.00%
23.09.2024,117.77,117.77,117.77,114.21,14.38%
20.09.2024,102.96,102.96,117.77,102.96,-3.71%
19.09.2024,106.93,106.93,106.93,102.96,0.00%
18.09.2024,106.93,106.93,106.93,102.76,0.01%
17.09.2024,106.92,106.92,106.93,106.92,-0.91%
16.09.2024,107.9,107.9,107.9,106.92,-1.81%
13.09.2024,109.89,109.89,109.89,107.9,-1.78%
12.09.2024,111.88,111.88,111.88,109.89,-5.00%
11.09.2024,117.77,117.77,117.77,111.88,0.82%
10.09.2024,116.81,116.81,117.77,116.81,-2.46%
09.09.2024,119.75,119.75,119.75,116.81,1.66%
06.09.2024,117.8,117.8,119.75,117.8,0.88%
05.09.2024,116.77,116.77,117.8,116.77,-1.68%
04.09.2024,118.77,118.77,118.77,116.77,4.78%
03.09.2024,113.35,113.35,113.35,119.02,-0.01%
02.09.2024,113.36,113.36,113.36,113.35,1.33%
30.08.2024,111.87,111.87,113.36,106.9,3.19%
29.08.2024,108.41,108.41,111.87,108.41,3.31%
28.08.2024,104.94,104.94,108.41,104.94,1.91%
27.08.2024,102.97,102.97,104.94,102.97,-2.79%
26.08.2024,105.92,105.92,105.92,102.97,0.00%
23.08.2024,105.92,108.42,108.42,105.92,0.00%
22.08.2024,105.92,105.92,108.42,105.92,-0.92%
21.08.2024,106.9,106.9,106.9,105.92,1.87%
20.08.2024,104.94,104.94,106.9,104.94,-1.39%
19.08.2024,106.42,106.42,106.42,104.94,-1.40%
16.08.2024,107.93,107.93,107.93,106.42,-6.01%
15.08.2024,114.83,114.83,114.83,107.93,-2.49%
14.08.2024,117.76,117.76,117.76,114.83,0.84%
13.08.2024,116.78,116.78,116.78,116.78,1.71%
12.08.2024,114.82,114.82,116.78,114.82,-0.87%
09.08.2024,115.83,115.83,115.83,114.82,-5.64%
08.08.2024,122.75,122.75,122.75,115.83,-2.39%
07.08.2024,125.75,125.75,125.75,122.75,-0.74%
06.08.2024,126.69,126.69,126.69,125.75,5.87%
05.08.2024,119.66,119.66,126.69,119.66,6.05%
02.08.2024,112.83,112.83,119.66,112.83,3.63%
01.08.2024,108.88,108.88,112.83,108.88,-0.02%
31.07.2024,108.9,108.9,108.9,108.88,0.00%
30.07.2024,108.9,108.9,110.87,108.9,0.93%
29.07.2024,107.9,107.9,108.9,107.9,-1.81%
26.07.2024,109.89,109.89,109.89,107.9,0.01%
25.07.2024,109.88,109.88,109.89,109.88,3.73%
24.07.2024,105.93,105.93,109.88,105.93,0.00%
23.07.2024,105.93,105.93,105.93,105.93,-2.74%
22.07.2024,108.91,108.91,108.91,105.93,3.78%
19.07.2024,104.94,104.94,108.91,104.94,0.00%
18.07.2024,104.94,104.94,107.92,104.94,2.91%
17.07.2024,101.97,101.97,104.94,101.97,0.00%
16.07.2024,101.97,101.97,101.97,101.97,1.97%
15.07.2024,100,100,101.97,100,-1.93%
12.07.2024,101.97,101.97,101.97,100,0.98%
11.07.2024,100.98,100.98,101.97,100.98,-3.77%
10.07.2024,104.94,104.94,104.94,100.98,1.92%
09.07.2024,102.96,102.96,104.94,102.96,-0.94%
08.07.2024,103.94,103.94,103.94,102.96,-0.95%
05.07.2024,104.94,104.94,104.94,103.94,0.00%
04.07.2024,104.94,104.94,104.94,104.94,-2.74%
03.07.2024,107.9,107.9,107.9,104.94,-1.82%
02.07.2024,109.9,109.9,109.9,107.9,0.01%
01.07.2024,109.89,109.89,109.9,109.89,-1.76%
28.06.2024,111.86,111.86,111.86,109.89,-0.03%
27.06.2024,111.89,111.89,111.89,111.86,3.69%
26.06.2024,107.91,107.91,111.89,107.91,2.83%
25.06.2024,104.94,104.94,107.91,104.94,-0.93%
24.06.2024,105.93,105.93,105.93,104.94,-0.94%
21.06.2024,106.93,106.93,106.93,105.93,0.01%
20.06.2024,106.92,106.92,106.93,106.92,0.01%
19.06.2024,106.91,106.91,106.92,106.91,-4.45%
18.06.2024,111.89,111.89,111.89,106.91,1.83%
17.06.2024,109.88,109.88,111.89,109.88,-4.99%
14.06.2024,115.65,115.65,115.65,109.88,-22.49%
13.06.2024,149.21,149.21,149.21,108.88,33.40%
12.06.2024,111.85,111.85,115.79,111.85,4.61%
11.06.2024,106.92,106.92,111.85,106.92,-1.85%
10.06.2024,108.93,108.93,108.93,106.92,1.88%
07.06.2024,106.92,106.92,108.93,106.92,6.92%
06.06.2024,100,100,106.92,100,-3.34%
05.06.2024,103.46,103.46,103.46,100,1.46%
04.06.2024,101.97,101.97,103.46,101.97,8.41%
03.06.2024,94.06,94.06,101.97,94.06,-28.08%
31.05.2024,130.79,130.79,130.79,94.06,-0.01%
30.05.2024,130.8,130.8,130.8,92.08,40.55%
29.05.2024,93.06,93.06,94.05,93.06,-0.01%
28.05.2024,93.07,93.07,93.07,93.06,0.01%
27.05.2024,93.06,93.06,93.07,93.06,-0.52%
24.05.2024,93.55,93.55,93.55,93.06,3.84%
23.05.2024,90.09,90.09,93.55,90.09,2.24%
22.05.2024,88.12,88.12,90.09,88.12,-2.87%
